postcode,postcode_area,avg_download,max_download,county
IP117SP,IP,28.8,62.7,SUFFOLK
IP117SR,IP,30.9,80,SUFFOLK
IP117ST,IP,28,79.9,SUFFOLK
IP117SZ,IP,25.2,77.6,SUFFOLK
IP117TB,IP,34.6,79.9,SUFFOLK
IP117TD,IP,33.2,80,SUFFOLK
IP117TE,IP,26.7,67,SUFFOLK
IP117TF,IP,29.9,76.6,SUFFOLK
IP117TG,IP,21.2,50.4,SUFFOLK
IP117TP,IP,32.3,51.5,SUFFOLK
IP117TU,IP,31.4,44,SUFFOLK
IP117TW,IP,23.9,40,SUFFOLK
IP119AA,IP,34.3,70.2,SUFFOLK
IP119AB,IP,61.8,200,SUFFOLK
IP119AD,IP,108.4,300,SUFFOLK
IP119AE,IP,79.8,200,SUFFOLK
IP119AF,IP,80,200,SUFFOLK
IP119AG,IP,60,200,SUFFOLK
IP119AH,IP,58.6,200,SUFFOLK
IP119AJ,IP,66.3,106.3,SUFFOLK
IP119AL,IP,103,200,SUFFOLK
IP119AP,IP,40.8,106.3,SUFFOLK
IP119AQ,IP,82,200,SUFFOLK
IP119AS,IP,64.7,150,SUFFOLK
IP119AT,IP,70.1,152,SUFFOLK
IP119AU,IP,63.8,200,SUFFOLK
IP119AW,IP,92.5,200,SUFFOLK
IP119AX,IP,54.1,200,SUFFOLK
IP119AZ,IP,71,200,SUFFOLK
IP119BA,IP,36.7,106.3,SUFFOLK
IP119BB,IP,77.4,200,SUFFOLK
IP119BD,IP,47.5,200,SUFFOLK
IP119BE,IP,63.8,200,SUFFOLK
IP119BH,IP,47.9,200,SUFFOLK
IP119BJ,IP,69.6,200,SUFFOLK
IP119BL,IP,56.7,200,SUFFOLK
IP119BN,IP,89,200,SUFFOLK
IP119BP,IP,92.2,200,SUFFOLK
IP119BQ,IP,55.1,200,SUFFOLK
IP119BS,IP,45.2,150,SUFFOLK
IP119BT,IP,49.8,200,SUFFOLK
IP119BU,IP,87.7,200,SUFFOLK
IP119BW,IP,133.8,200,SUFFOLK
IP119BX,IP,25.2,70,SUFFOLK
IP119BY,IP,72.2,200,SUFFOLK
IP119BZ,IP,12.9,39.9,SUFFOLK
IP119DA,IP,78.7,200,SUFFOLK
IP119DB,IP,46.6,106.3,SUFFOLK
IP119DD,IP,18.5,40,SUFFOLK
IP119DE,IP,17.6,40,SUFFOLK
IP119DF,IP,14.1,40,SUFFOLK
IP119DG,IP,93.1,300,SUFFOLK
IP119DH,IP,67.4,200,SUFFOLK
IP119DJ,IP,60,200,SUFFOLK
IP119DL,IP,80.2,200,SUFFOLK
IP119DN,IP,77.4,200,SUFFOLK
IP119DP,IP,101,200,SUFFOLK
IP119DQ,IP,44,200,SUFFOLK
IP119DR,IP,66.7,200,SUFFOLK
IP119DS,IP,49.9,106.3,SUFFOLK
IP119DT,IP,38,80,SUFFOLK
IP119DU,IP,85.1,200,SUFFOLK
IP119DW,IP,48.6,200,SUFFOLK
IP119DX,IP,84.9,200,SUFFOLK
IP119DY,IP,75.8,200,SUFFOLK
IP119DZ,IP,55.5,200,SUFFOLK
IP119EB,IP,60,200,SUFFOLK
IP119ED,IP,59,200,SUFFOLK
IP119EE,IP,63.3,200,SUFFOLK
IP119EG,IP,82.8,200,SUFFOLK
IP119EH,IP,26.1,70,SUFFOLK
IP119EJ,IP,49.2,200,SUFFOLK
IP119EN,IP,82.2,200,SUFFOLK
IP119EP,IP,68.1,200,SUFFOLK
IP119EQ,IP,67.7,200,SUFFOLK
IP119ER,IP,72.2,200,SUFFOLK
IP119EW,IP,60.6,300,SUFFOLK
IP119EZ,IP,27.8,79.5,SUFFOLK
IP119HA,IP,37.6,80,SUFFOLK
IP119HB,IP,33.6,76,SUFFOLK
IP119HD,IP,24.8,58.1,SUFFOLK
IP119HE,IP,26.9,70.7,SUFFOLK
IP119HF,IP,22.5,40,SUFFOLK
IP119HG,IP,25.4,80,SUFFOLK
IP119HH,IP,21.7,80,SUFFOLK
IP119HJ,IP,28.9,80,SUFFOLK
IP119HL,IP,53.9,80,SUFFOLK
IP119HN,IP,27.2,48.4,SUFFOLK
IP119HP,IP,27.5,67.6,SUFFOLK
IP119HQ,IP,20.3,32.4,SUFFOLK
IP119HR,IP,35.2,78.5,SUFFOLK
IP119HS,IP,30.9,77.7,SUFFOLK
IP119HT,IP,27.8,60.6,SUFFOLK
IP119HU,IP,33.7,40,SUFFOLK
IP119HW,IP,20.7,39.9,SUFFOLK
IP119HX,IP,32.6,68.4,SUFFOLK
IP119JB,IP,74.6,200,SUFFOLK
IP119JD,IP,50.6,200,SUFFOLK
IP119JE,IP,47.6,120,SUFFOLK
IP119JG,IP,56.6,106.3,SUFFOLK
IP119JJ,IP,72.2,200,SUFFOLK
IP119JL,IP,50,200,SUFFOLK
IP119JN,IP,54.2,100,SUFFOLK
IP119JP,IP,49.3,80,SUFFOLK
IP119JQ,IP,52.5,200,SUFFOLK
IP119JR,IP,49.6,54.9,SUFFOLK
IP119JS,IP,45.6,80,SUFFOLK
IP119JT,IP,47.1,73.6,SUFFOLK
IP119JW,IP,29.2,73.5,SUFFOLK
IP119JZ,IP,33.5,106.3,SUFFOLK
IP119LA,IP,33.8,67.8,SUFFOLK
IP119LB,IP,23.9,64.5,SUFFOLK
IP119LD,IP,31.9,79.7,SUFFOLK
IP119LE,IP,28.3,80,SUFFOLK
IP119LF,IP,22.9,55,SUFFOLK
IP119LG,IP,58.9,80,SUFFOLK
IP119LH,IP,39.9,80,SUFFOLK
IP119LJ,IP,23.8,40,SUFFOLK
IP119LL,IP,28.9,68.4,SUFFOLK
IP119LN,IP,17,40,SUFFOLK
IP119LP,IP,24.5,52,SUFFOLK
IP119LQ,IP,38.7,80,SUFFOLK
IP119LR,IP,17,27.8,SUFFOLK
IP119LS,IP,17.9,61,SUFFOLK
IP119LT,IP,52,80,SUFFOLK
IP119LU,IP,16.5,41.2,SUFFOLK
IP119LY,IP,33.5,72.4,SUFFOLK
IP119NA,IP,33.7,49.6,SUFFOLK
IP119NB,IP,26.2,60.4,SUFFOLK
IP119NF,IP,40.8,78.5,SUFFOLK
IP119NG,IP,50.9,80,SUFFOLK
IP119NH,IP,47.4,80,SUFFOLK
IP119NJ,IP,40.3,80,SUFFOLK
IP119NL,IP,33.5,79.8,SUFFOLK
IP119NN,IP,43.3,73.3,SUFFOLK
IP119NP,IP,32.3,59.9,SUFFOLK
IP119NQ,IP,38,79.7,SUFFOLK
IP119NR,IP,24.2,76.8,SUFFOLK
IP119NS,IP,34.6,65.5,SUFFOLK
IP119NT,IP,45.1,80,SUFFOLK
IP119NU,IP,51,80,SUFFOLK
IP119NW,IP,40.4,80,SUFFOLK
IP119NX,IP,41.8,78,SUFFOLK
IP119NY,IP,26.6,78.4,SUFFOLK
IP119NZ,IP,22.3,44,SUFFOLK
IP119PA,IP,20.9,47,SUFFOLK
IP119PB,IP,19.5,45.5,SUFFOLK
IP119PD,IP,25.7,66.3,SUFFOLK
IP119PE,IP,22.7,44,SUFFOLK
IP119PF,IP,24.3,40,SUFFOLK
IP119PJ,IP,39.5,71,SUFFOLK
IP119PL,IP,39.2,79.9,SUFFOLK
IP119PN,IP,33.3,49.3,SUFFOLK
IP119PP,IP,61.5,80,SUFFOLK
IP119PQ,IP,36.7,80,SUFFOLK
IP119PS,IP,43.4,80,SUFFOLK
IP119PT,IP,36.1,78.8,SUFFOLK
IP119PU,IP,25.2,73.3,SUFFOLK
IP119PW,IP,14.5,17,SUFFOLK
IP119QB,IP,32,80,SUFFOLK
IP119QD,IP,17.6,19.6,SUFFOLK
IP119QE,IP,32.6,75.5,SUFFOLK
IP119QF,IP,28.6,51.5,SUFFOLK
IP119QG,IP,25.1,65.5,SUFFOLK
IP119QH,IP,40.5,200,SUFFOLK
IP119QJ,IP,38.9,80,SUFFOLK
IP119QL,IP,66.2,200,SUFFOLK
IP119QN,IP,64.3,200,SUFFOLK
IP119QP,IP,29.8,50,SUFFOLK
IP119QT,IP,81.4,200,SUFFOLK
IP119QU,IP,48.7,77.4,SUFFOLK
IP119QX,IP,84.2,200,SUFFOLK
IP119QY,IP,55.1,200,SUFFOLK
IP119RL,IP,8.8,15.1,SUFFOLK
IP119RN,IP,8.2,12.7,SUFFOLK
IP119RQ,IP,22.9,80,SUFFOLK
IP119RR,IP,9.8,19,SUFFOLK
IP119RT,IP,15.6,22.7,SUFFOLK
IP119RU,IP,25.2,40,SUFFOLK
IP119RX,IP,32.7,61,SUFFOLK
IP119RZ,IP,5.5,15.2,SUFFOLK
IP119SA,IP,47,80,SUFFOLK
IP119SB,IP,49.4,80,SUFFOLK
IP119SD,IP,38.4,80,SUFFOLK
IP119SE,IP,20.3,68,SUFFOLK
IP119SF,IP,28.7,63.3,SUFFOLK
IP119SG,IP,26.6,75.3,SUFFOLK
IP119SJ,IP,7.9,11.8,SUFFOLK
IP119SL,IP,19.3,60.2,SUFFOLK
IP119SN,IP,32.7,80,SUFFOLK
IP119SP,IP,7.6,11.6,SUFFOLK
IP119SQ,IP,30.1,78.5,SUFFOLK
IP119SR,IP,8.3,12.8,SUFFOLK
IP119SS,IP,7.5,9.3,SUFFOLK
IP119SU,IP,40.2,75.6,SUFFOLK
IP119SW,IP,33.4,69.3,SUFFOLK
IP119SX,IP,13.2,55,SUFFOLK
IP119TA,IP,36.7,54.9,SUFFOLK
IP119TB,IP,31,64.4,SUFFOLK
IP119TD,IP,23.5,40,SUFFOLK
IP119TE,IP,27.4,36.9,SUFFOLK
IP119TG,IP,23.6,80,SUFFOLK
IP119TH,IP,30.9,62.1,SUFFOLK
IP119TJ,IP,22.4,41.2,SUFFOLK
IP119TL,IP,13.4,42.2,SUFFOLK
IP119TP,IP,10,36.6,SUFFOLK
IP119TR,IP,19.4,40,SUFFOLK
IP119TT,IP,23.5,42.4,SUFFOLK
IP119TW,IP,20.4,49.2,SUFFOLK
IP119TX,IP,23.3,41.8,SUFFOLK
IP119UJ,IP,51.7,73.7,SUFFOLK
IP11AF,IP,17.2,80,SUFFOLK
IP11AG,IP,64.1,200,SUFFOLK
IP11AX,IP,22.3,80,SUFFOLK
IP11BJ,IP,35.1,80,SUFFOLK
IP11BP,IP,15.5,22.2,SUFFOLK
IP11BQ,IP,38.6,79.9,SUFFOLK
IP11BT,IP,35.2,79.9,SUFFOLK
IP11BX,IP,36.8,80,SUFFOLK
IP11DT,IP,17.7,77.9,SUFFOLK
IP11EA,IP,39.3,77.6,SUFFOLK
IP11EW,IP,12.9,21.2,SUFFOLK
IP11EY,IP,33.9,80,SUFFOLK
IP11JQ,IP,25.9,40,SUFFOLK
IP11LS,IP,37,79.9,SUFFOLK
IP11NA,IP,34.2,80,SUFFOLK
IP11NB,IP,33.4,79.9,SUFFOLK
IP11PH,IP,51.2,106.3,SUFFOLK
IP11PN,IP,15.5,21.2,SUFFOLK
IP11PS,IP,18.1,40,SUFFOLK
IP11QT,IP,57.5,200,SUFFOLK
IP11QU,IP,47.4,80,SUFFOLK
IP11RJ,IP,34,100,SUFFOLK
IP11RY,IP,50.8,200,SUFFOLK
IP11SL,IP,43.4,106.3,SUFFOLK
IP11SS,IP,75.2,200,SUFFOLK
IP11SW,IP,27.2,79.9,SUFFOLK
IP11TF,IP,43.4,152,SUFFOLK
IP11TG,IP,114.1,200,SUFFOLK
IP11TH,IP,34.2,80,SUFFOLK
IP11TJ,IP,59.7,106.3,SUFFOLK
IP11TS,IP,53.7,200,SUFFOLK
IP11TW,IP,55.1,79.9,SUFFOLK
IP11UZ,IP,11.2,16.1,SUFFOLK
IP11XB,IP,47.4,100,SUFFOLK
IP11XF,IP,36.8,79.9,SUFFOLK
IP11XG,IP,55.2,106.3,SUFFOLK
IP121AA,IP,30.7,80,SUFFOLK
IP121AE,IP,34.1,80,SUFFOLK
IP121AG,IP,25.7,40,SUFFOLK
IP121AH,IP,24.8,80,SUFFOLK
IP121AL,IP,32.3,80,SUFFOLK
IP121AN,IP,30.2,66.5,SUFFOLK
IP121AQ,IP,25,59.9,SUFFOLK
IP121AS,IP,42.5,80,SUFFOLK
IP121AT,IP,34.6,66.7,SUFFOLK
IP121AX,IP,41.8,75.8,SUFFOLK
IP121AY,IP,22.7,40,SUFFOLK
IP121AZ,IP,40.2,80,SUFFOLK
IP121BA,IP,33.5,73.9,SUFFOLK
IP121BB,IP,36.9,75.7,SUFFOLK
IP121BD,IP,24.7,51.8,SUFFOLK
IP121BE,IP,30.9,77,SUFFOLK
IP121BF,IP,29.1,59.9,SUFFOLK
IP121BG,IP,33.7,79.9,SUFFOLK
IP121BH,IP,37.5,80,SUFFOLK
IP121BJ,IP,21,49,SUFFOLK
IP121BL,IP,45.4,79.9,SUFFOLK
IP121BN,IP,24.6,40,SUFFOLK
IP121BS,IP,42.3,59.7,SUFFOLK
IP121BT,IP,26.2,43.7,SUFFOLK
IP121BU,IP,41.9,80,SUFFOLK
IP121BW,IP,32.1,74,SUFFOLK
IP121BX,IP,47,80,SUFFOLK
IP121BY,IP,48,78.7,SUFFOLK
IP121DA,IP,21.5,33.7,SUFFOLK
IP121DD,IP,24.8,62.4,SUFFOLK
IP121DE,IP,24.9,77.4,SUFFOLK
IP121DH,IP,42,80,SUFFOLK
IP121DQ,IP,34.4,61.6,SUFFOLK
IP121DR,IP,23.4,43.5,SUFFOLK
IP121DS,IP,42,80,SUFFOLK
IP121DT,IP,20.3,40,SUFFOLK
IP121DU,IP,18.2,22.3,SUFFOLK
IP121DX,IP,20.7,80,SUFFOLK
IP121DY,IP,28.5,52.5,SUFFOLK
IP121DZ,IP,18.3,44.1,SUFFOLK
IP121EA,IP,42,79.9,SUFFOLK
IP121EB,IP,31.8,80,SUFFOLK
IP121ED,IP,44.8,80,SUFFOLK
IP121EE,IP,39,80,SUFFOLK
IP121EF,IP,38.6,80,SUFFOLK
IP121EG,IP,36.1,75.4,SUFFOLK
IP121EH,IP,29.8,54.7,SUFFOLK
IP121EJ,IP,33.9,62.7,SUFFOLK
IP121EL,IP,32.8,80,SUFFOLK
IP121EP,IP,30.7,65,SUFFOLK
IP121EQ,IP,21.9,63.6,SUFFOLK
IP121ET,IP,29.4,56,SUFFOLK
IP121EU,IP,44.8,80,SUFFOLK
IP121EX,IP,39.8,80,SUFFOLK
IP121EY,IP,26.1,51.8,SUFFOLK
IP121EZ,IP,40.6,80,SUFFOLK
IP121FA,IP,41.1,80,SUFFOLK
IP121FB,IP,23.8,33.9,SUFFOLK
IP121FD,IP,24,40,SUFFOLK
IP121FE,IP,16.9,23.4,SUFFOLK
IP121FF,IP,43.5,53.9,SUFFOLK
IP121FG,IP,29.1,54.8,SUFFOLK
IP121FH,IP,25.3,52.1,SUFFOLK
IP121FJ,IP,22.2,23.4,SUFFOLK
IP121FL,IP,36.4,77.8,SUFFOLK
IP121GN,IP,33.3,67.4,SUFFOLK
IP121GP,IP,34.6,76.2,SUFFOLK
IP121GZ,IP,34.7,80,SUFFOLK
IP121HA,IP,19.1,73.6,SUFFOLK
IP121HB,IP,33.1,79.1,SUFFOLK
IP121HE,IP,27.1,37.7,SUFFOLK
IP121HF,IP,12.5,27.3,SUFFOLK
IP121HH,IP,24.6,37.6,SUFFOLK
IP121HJ,IP,28.7,71.8,SUFFOLK
IP121HL,IP,28.7,49,SUFFOLK
IP121HN,IP,30.4,74.3,SUFFOLK
IP121HP,IP,47.2,80,SUFFOLK
IP121HQ,IP,20.4,40,SUFFOLK
IP121HR,IP,18.3,37.8,SUFFOLK
IP121HS,IP,39.6,80,SUFFOLK
IP121HT,IP,28.1,55,SUFFOLK
IP121HU,IP,27.5,69.3,SUFFOLK
IP121HW,IP,19.9,40,SUFFOLK
IP121HZ,IP,24.7,44,SUFFOLK
IP121JA,IP,41,77.9,SUFFOLK
IP121JB,IP,39.5,79.9,SUFFOLK
IP121JD,IP,11.6,55.4,SUFFOLK
IP121JE,IP,32.5,71.5,SUFFOLK
IP121JH,IP,19.4,56.1,SUFFOLK
IP121JJ,IP,28.2,78.1,SUFFOLK
IP121JL,IP,19.7,35,SUFFOLK
IP121JN,IP,34.5,55,SUFFOLK
IP121JP,IP,27.6,49,SUFFOLK
IP121JQ,IP,28.6,57.8,SUFFOLK
IP121JR,IP,42.9,80,SUFFOLK
IP121JS,IP,35.6,80,SUFFOLK
IP121JT,IP,37.4,65.9,SUFFOLK
IP121JU,IP,29.9,76.9,SUFFOLK
IP121JW,IP,23.1,53.1,SUFFOLK
IP121JX,IP,29.5,80,SUFFOLK
IP121JY,IP,11.2,74.3,SUFFOLK
IP121JZ,IP,14.1,19.8,SUFFOLK
IP121LA,IP,18.8,38.6,SUFFOLK
IP121LB,IP,18.4,61.6,SUFFOLK
IP121LD,IP,24,69.4,SUFFOLK
IP121LE,IP,27.7,72.6,SUFFOLK
IP121LF,IP,27.7,63.7,SUFFOLK
IP121LG,IP,35.8,80,SUFFOLK
IP121LJ,IP,19.2,39.9,SUFFOLK
IP121LQ,IP,9.4,39.3,SUFFOLK
IP121LW,IP,32.6,55,SUFFOLK
IP121LX,IP,13.1,25.9,SUFFOLK
IP121LZ,IP,6.6,6.6,SUFFOLK
IP121NA,IP,3.1,4.5,SUFFOLK
IP121NG,IP,66.1,66.1,SUFFOLK
IP121NH,IP,30,67.8,SUFFOLK
IP121NJ,IP,16.4,39.3,SUFFOLK
IP121NL,IP,35.1,52.6,SUFFOLK
IP121NN,IP,28.7,40.3,SUFFOLK
IP121NW,IP,21.6,49.8,SUFFOLK
IP121NX,IP,26.1,39.1,SUFFOLK
IP121PA,IP,22.5,31.2,SUFFOLK
IP121PD,IP,22.5,31.8,SUFFOLK
IP121PE,IP,16.8,74.8,SUFFOLK
IP121PH,IP,35.2,71,SUFFOLK
IP121PJ,IP,23,40,SUFFOLK
IP121PL,IP,29,77.1,SUFFOLK
IP121PP,IP,9.2,11.5,SUFFOLK
IP121PR,IP,51.8,77.4,SUFFOLK
IP121PW,IP,49.6,80,SUFFOLK
IP121PX,IP,40.6,80,SUFFOLK
IP121PZ,IP,37.1,80,SUFFOLK
IP121QA,IP,32.6,80,SUFFOLK
IP121QE,IP,38,67.9,SUFFOLK
IP121QF,IP,15.5,40,SUFFOLK
IP121QG,IP,28.4,38.4,SUFFOLK
IP121QJ,IP,13.2,23.2,SUFFOLK
IP121QP,IP,20.4,34,SUFFOLK
IP121QR,IP,4.4,4.9,SUFFOLK
IP121QU,IP,13.7,79.5,SUFFOLK
IP121QX,IP,36,69.1,SUFFOLK
IP121QY,IP,42.3,75.1,SUFFOLK
IP121QZ,IP,8.1,9.4,SUFFOLK
IP121RB,IP,24.5,46.8,SUFFOLK
IP121RD,IP,30.9,63.7,SUFFOLK
IP121RE,IP,18.5,40,SUFFOLK
IP121RF,IP,21.3,44.8,SUFFOLK
IP121RG,IP,19.8,40,SUFFOLK
IP121RJ,IP,31.1,72.6,SUFFOLK
IP121RL,IP,24.4,75.2,SUFFOLK
IP121RN,IP,20.9,40,SUFFOLK
IP121RP,IP,23.2,40,SUFFOLK
IP121RQ,IP,21.4,48.6,SUFFOLK
IP121RS,IP,40,40,SUFFOLK
IP121RW,IP,24.1,55,SUFFOLK
IP121RX,IP,28.5,50.9,SUFFOLK
IP121SA,IP,28,66.4,SUFFOLK
IP121SB,IP,29.3,61.6,SUFFOLK
IP121SD,IP,25.9,53.5,SUFFOLK
IP121SE,IP,31.8,74,SUFFOLK
IP121SF,IP,21.3,40,SUFFOLK
IP121SG,IP,36.3,40,SUFFOLK
IP121SH,IP,33.4,73.8,SUFFOLK
IP121SJ,IP,25.2,42,SUFFOLK
IP121SL,IP,22.9,33.7,SUFFOLK
IP121SR,IP,58.7,80,SUFFOLK
IP121SS,IP,35,61.5,SUFFOLK
IP121SX,IP,28.7,54.8,SUFFOLK
IP121SY,IP,49.5,79.9,SUFFOLK
IP121SZ,IP,35.2,78.4,SUFFOLK
IP121TD,IP,29.7,59.2,SUFFOLK
IP121TE,IP,31.8,48.9,SUFFOLK
IP121TJ,IP,31.5,52.6,SUFFOLK
IP121TL,IP,25,33.7,SUFFOLK
IP121TN,IP,44.6,80,SUFFOLK
IP121TP,IP,37.2,67.8,SUFFOLK
IP121TQ,IP,38.8,54.9,SUFFOLK
IP121XA,IP,51.6,78.6,SUFFOLK
IP121XB,IP,30.3,79,SUFFOLK
IP122AH,IP,38.9,77.3,SUFFOLK
IP122AJ,IP,9.9,17,SUFFOLK
IP122AL,IP,4.5,7.1,SUFFOLK
IP122AT,IP,27.7,79.9,SUFFOLK
IP122AX,IP,35.3,70.1,SUFFOLK
IP122AZ,IP,41.7,55.8,SUFFOLK
IP122BA,IP,25.3,67.1,SUFFOLK
IP122BB,IP,39,62.6,SUFFOLK
IP122BE,IP,29.9,54.9,SUFFOLK
IP122BF,IP,37.2,58.5,SUFFOLK
IP122BL,IP,3.1,5.2,SUFFOLK
IP122BQ,IP,6.3,40,SUFFOLK
IP122BS,IP,12.5,27.6,SUFFOLK
IP122BT,IP,20.1,24.8,SUFFOLK
IP122BU,IP,12.5,19.5,SUFFOLK
IP122BX,IP,5.3,17.4,SUFFOLK
IP122DG,IP,21.1,40,SUFFOLK
IP122DH,IP,48.1,65.3,SUFFOLK
IP122DP,IP,15.7,40,SUFFOLK
IP122DQ,IP,36.1,39.7,SUFFOLK
IP122DX,IP,42.2,52.6,SUFFOLK
IP122DY,IP,31.5,76.6,SUFFOLK
IP122DZ,IP,48.2,79.9,SUFFOLK
IP122EA,IP,39.1,79.9,SUFFOLK
IP122ED,IP,43.2,79.9,SUFFOLK
IP122EP,IP,2.5,2.5,SUFFOLK
IP122EQ,IP,55.2,80,SUFFOLK
IP122EU,IP,1.9,2.5,SUFFOLK
IP122EW,IP,23.2,40,SUFFOLK
IP122EX,IP,1.1,1.1,SUFFOLK
IP122EY,IP,0.7,0.7,SUFFOLK
IP122FD,IP,31.1,43.9,SUFFOLK
IP122FE,IP,40.6,79.9,SUFFOLK
IP122GA,IP,50.2,80,SUFFOLK
IP122GB,IP,47.1,80,SUFFOLK
IP122GD,IP,40,80,SUFFOLK
IP122GE,IP,27.7,64.8,SUFFOLK
IP122GF,IP,31.5,79.9,SUFFOLK
IP122GG,IP,28.3,76.3,SUFFOLK
IP122GH,IP,35.6,78.8,SUFFOLK
IP122GL,IP,29.3,74.9,SUFFOLK
IP122GN,IP,48.1,80,SUFFOLK
IP122GP,IP,42.2,80,SUFFOLK
IP122GQ,IP,49.2,79.9,SUFFOLK
IP122GR,IP,52.4,80,SUFFOLK
IP122GS,IP,50.4,71,SUFFOLK
IP122GT,IP,35.7,77.8,SUFFOLK
IP122GU,IP,35.7,79.4,SUFFOLK
IP122GW,IP,36.4,40,SUFFOLK
IP122GX,IP,40.9,75.5,SUFFOLK
IP122GY,IP,22.5,51,SUFFOLK
IP122GZ,IP,33.7,71.8,SUFFOLK
IP122HE,IP,1.9,2.8,SUFFOLK
IP122HF,IP,16.1,54.9,SUFFOLK
IP122HR,IP,10.4,40,SUFFOLK
IP122HW,IP,16.8,29.4,SUFFOLK
IP122HX,IP,35.6,53.6,SUFFOLK
IP122JA,IP,2.6,4.2,SUFFOLK
IP122JB,IP,2.3,3.4,SUFFOLK
IP122JD,IP,2,3.3,SUFFOLK
IP122JE,IP,9.6,80,SUFFOLK
IP122JF,IP,3,7,SUFFOLK
IP122JJ,IP,2.5,5.7,SUFFOLK
IP122JL,IP,17.4,64.1,SUFFOLK
IP122JN,IP,11.1,55,SUFFOLK
IP122JQ,IP,5,12.5,SUFFOLK
IP122JR,IP,25.2,53.6,SUFFOLK
IP122LB,IP,45.1,69.3,SUFFOLK
IP122LG,IP,12.8,40,SUFFOLK
IP122LH,IP,58.9,79.6,SUFFOLK
IP122LL,IP,48.6,76.1,SUFFOLK
IP122LN,IP,45.7,80,SUFFOLK
IP122LR,IP,36,79.9,SUFFOLK
IP122LS,IP,40.6,79.9,SUFFOLK
IP122LT,IP,32.5,66,SUFFOLK
IP122LX,IP,35.1,79.9,SUFFOLK
IP122LY,IP,44.6,80,SUFFOLK
IP122LZ,IP,33.4,80,SUFFOLK
IP122ND,IP,55.4,79.7,SUFFOLK
IP122NG,IP,33.2,59.9,SUFFOLK
IP122NH,IP,30.5,79.9,SUFFOLK
IP122NN,IP,20,38.1,SUFFOLK
IP122NP,IP,26.6,35,SUFFOLK
IP122NQ,IP,32.7,80,SUFFOLK
IP122NR,IP,24.2,79.9,SUFFOLK
IP122NT,IP,42.8,79.9,SUFFOLK
IP122NU,IP,43.4,79.9,SUFFOLK
IP122NW,IP,24.3,58.3,SUFFOLK
IP122NX,IP,37.9,79.9,SUFFOLK
IP122PA,IP,29.5,74.7,SUFFOLK
IP122PB,IP,14.9,33.5,SUFFOLK
IP122PJ,IP,13.7,20.1,SUFFOLK
IP122PL,IP,14.5,19.2,SUFFOLK
IP122PN,IP,16.2,21.1,SUFFOLK
IP122PP,IP,13.8,20.8,SUFFOLK
IP122PQ,IP,10.9,17.6,SUFFOLK
IP122PR,IP,25.9,71.2,SUFFOLK
IP122PX,IP,11.7,17.2,SUFFOLK
IP122QA,IP,15.9,69.9,SUFFOLK
IP122QE,IP,48.6,79.9,SUFFOLK
IP122QF,IP,25.1,44.5,SUFFOLK
IP122QG,IP,40.9,79.9,SUFFOLK
IP122QS,IP,47.7,80,SUFFOLK
IP122QT,IP,28.9,79.9,SUFFOLK
IP122QW,IP,58.7,80,SUFFOLK
IP122QY,IP,14.5,19.8,SUFFOLK
IP122RN,IP,5,6.2,SUFFOLK
IP122RW,IP,10.9,54.2,SUFFOLK
IP122RY,IP,13,45.7,SUFFOLK
IP122SQ,IP,37.7,59.1,SUFFOLK
IP122SS,IP,39.8,79.6,SUFFOLK
IP122SY,IP,28.1,40,SUFFOLK
IP122SZ,IP,20.7,55,SUFFOLK
IP122TA,IP,36.6,80,SUFFOLK
IP122TB,IP,44.2,79.9,SUFFOLK
IP122TD,IP,48.8,79.9,SUFFOLK
IP122TE,IP,35.5,79.9,SUFFOLK
IP122TF,IP,40,79.7,SUFFOLK
IP122TG,IP,34.2,80,SUFFOLK
IP122TH,IP,54.8,77.1,SUFFOLK
IP122TJ,IP,41.5,79.9,SUFFOLK
IP122TN,IP,21,45.9,SUFFOLK
IP122TP,IP,15.9,34.2,SUFFOLK
IP122TQ,IP,49.5,79.9,SUFFOLK
IP122TW,IP,4.7,24.4,SUFFOLK
IP122TX,IP,55.5,80,SUFFOLK
IP122TY,IP,35.9,50.9,SUFFOLK
IP122TZ,IP,4,4.6,SUFFOLK
IP122UA,IP,21.4,71.3,SUFFOLK
IP122UD,IP,44.7,77.9,SUFFOLK
IP122UE,IP,21.3,40,SUFFOLK
IP122UF,IP,31.6,79.9,SUFFOLK
IP122UG,IP,31.2,61.5,SUFFOLK
IP122UH,IP,37.6,65.1,SUFFOLK
IP122UJ,IP,47.4,79.9,SUFFOLK
IP122UL,IP,38.6,79.9,SUFFOLK
IP122UN,IP,26.7,55,SUFFOLK
IP122UP,IP,24.2,48.7,SUFFOLK
IP122UQ,IP,15.9,38.2,SUFFOLK
IP122UR,IP,25.3,45.7,SUFFOLK
IP122UT,IP,22.2,66.5,SUFFOLK
IP122UW,IP,28.1,40.3,SUFFOLK
IP123AH,IP,10.7,22,SUFFOLK
IP123AJ,IP,10.9,22.8,SUFFOLK
IP123AL,IP,5.6,14.3,SUFFOLK
IP123AN,IP,13.4,15,SUFFOLK
IP123AP,IP,5.3,24,SUFFOLK
IP123AQ,IP,42.1,79.9,SUFFOLK
IP123AS,IP,2.8,6.9,SUFFOLK
IP123AW,IP,14.6,80,SUFFOLK
IP123BA,IP,3.4,3.7,SUFFOLK
IP123BB,IP,3.6,3.7,SUFFOLK
IP123BE,IP,1.2,1.5,SUFFOLK
IP123BH,IP,13.3,54.9,SUFFOLK
